"","TimeofDay","AirTemp","Humidity","Dewpoint","BarPres","WindSpeed","SolarRad"
"472",2200,5.362,81.5,2.44,102.12,4.152,4.15
"473",2215,5.012,80.8,2.01,102.15,4.115,4.15
"474",2230,4.76,79.8,1.57,102.17,4.33,4.16
"475",2245,4.557,81,1.59,102.19,4.014,4.15
"476",2300,4.205,79.8,1.03,102.2,4.379,4.15
"477",2315,3.656,78.1,0.18,102.22,4.739,4.1
"478",2330,3.369,77.7,-0.15,102.22,4.716,4.08
"479",2345,3.23,77.9,-0.25,102.23,4.254,4.07
"480",2400,3.082,78.3,-0.34,102.24,4.196,4.06
"481",15,2.96,79.4,-0.25,102.25,3.411,4.03
"482",30,2.905,79.5,-0.29,102.26,3.829,4.01
"483",45,2.887,79.5,-0.29,102.28,3.581,4
"484",100,2.88,79,-0.41,102.29,3.749,3.93
"485",115,2.827,79.4,-0.38,102.3,3.307,3.95
"486",130,2.793,79.3,-0.43,102.31,3.521,3.98
"487",145,2.467,77.5,-1.07,102.35,4.344,3.95
"488",200,2.318,77.9,-1.14,102.36,4.075,3.9
"489",215,2.225,77.4,-1.31,102.35,4.056,3.84
"490",230,2.139,77.1,-1.46,102.38,3.79,3.89
"491",245,2.04,77.2,-1.53,102.4,4.113,3.84
"492",300,1.996,77.8,-1.46,102.41,4.003,3.84
"493",315,1.998,78.3,-1.39,102.43,3.237,3.83
"494",330,1.962,78.4,-1.39,102.42,3.619,3.86
"495",345,1.903,78.6,-1.41,102.43,3.517,3.89
"496",400,1.757,76.6,-1.91,102.43,4.076,3.83
"497",415,1.617,74.7,-2.38,102.47,4.636,3.85
"498",430,1.391,73.4,-2.83,102.48,4.254,3.77
"499",445,1.214,73.5,-3,102.49,4.454,3.79
"500",500,1.159,72.7,-3.19,102.48,4.651,3.83
"501",515,1.127,72.1,-3.33,102.51,4.482,3.81
"502",530,1.048,72,-3.41,102.55,4.445,3.75
"503",545,0.949,72.1,-3.5,102.55,4.111,3.77
"504",600,0.829,72.8,-3.5,102.59,3.611,3.75
"505",615,0.855,72.5,-3.53,102.61,4.283,3.71
"506",630,0.866,72.5,-3.53,102.63,4.143,3.71
"507",645,0.942,72.5,-3.44,102.66,3.938,3.67
"508",700,0.963,72.1,-3.5,102.68,3.659,3.69
"509",715,1.012,71.6,-3.53,102.69,3.261,3.68
"510",730,1.047,70.9,-3.64,102.7,3.7,4.07
"511",745,1.008,70.8,-3.7,102.72,3.865,4.69
"512",800,0.946,70.7,-3.79,102.74,3.683,10.32
"513",815,0.939,70.3,-3.87,102.75,3.959,21.26
"514",830,0.908,70.3,-3.87,102.77,3.731,43.68
"515",845,0.829,68.9,-4.23,102.79,4.306,65.89
"516",900,1.042,66.14,-4.56,102.82,4.486,158.7
"517",915,1.381,63.69,-4.74,102.86,5.212,242.3
"518",930,1.963,62.12,-4.53,102.91,4.5,344
"519",945,1.853,61.31,-4.8,102.94,4.991,205.6
"520",1000,1.509,61.71,-5.05,102.97,4.7,158
"521",1015,1.295,61.7,-5.24,102.99,4.985,218.1
"522",1030,2.23,58.99,-4.96,102.99,4.454,377.6
"523",1045,2.409,57.06,-5.24,102.99,4.706,436.8
"524",1100,2.893,55.45,-5.15,103,4.773,585.1
"525",1115,2.729,55.42,-5.3,103,4.339,495.6
"526",1130,2.666,56.75,-5.05,102.99,3.985,348.3
"527",1145,2.601,57.47,-4.96,102.96,3.355,391.9
"528",1200,3.252,55.41,-4.83,102.92,3.447,554.6
"529",1215,4.175,50.13,-5.3,102.88,3.536,573.3
"530",1230,4.382,48.01,-5.66,102.85,4.574,602.6
"531",1245,4.654,45.85,-6.03,102.82,4.015,601.2
"532",1300,5.327,43.26,-6.16,102.8,3.149,584.1
"533",1315,5.358,44.34,-5.83,102.79,3.929,589.5
"534",1330,5.524,43,-6.06,102.78,3.682,544
"535",1345,5.952,42.22,-5.93,102.76,3.154,530.6
"536",1400,6.234,42.03,-5.73,102.74,3.545,549.4
"537",1415,6.132,42.5,-5.66,102.73,4,516.4
"538",1430,6.15,41.25,-6.03,102.74,3.788,498.8
"539",1445,6.599,42.88,-5.11,102.73,3.496,488.6
"540",1500,6.56,42.35,-5.34,102.74,3.792,464.3
"541",1515,6.459,40.25,-6.09,102.77,3.71,405.8
"542",1530,6.396,40.16,-6.16,102.79,3.622,377.1
"543",1545,6.313,40.4,-6.16,102.8,4.328,338.7
"544",1600,6.028,39.17,-6.82,102.82,4.201,304.3
"545",1615,6.157,37.2,-7.4,102.82,3.803,269
"546",1630,5.964,37.34,-7.51,102.83,3.891,225.1
"547",1645,5.716,38.8,-7.21,102.86,3.519,183.6
"548",1700,5.216,40.4,-7.14,102.88,3.982,134.3
"549",1715,4.7,43.59,-6.64,102.9,4.295,59.8
"550",1730,4.298,46.3,-6.23,102.92,3.313,28.02
"551",1745,3.946,48.15,-6.03,102.94,3.707,10.15
"552",1800,3.598,49.91,-5.89,102.96,3.142,4.84
"553",1815,3.212,51.33,-5.86,102.98,3.052,4.12
"554",1830,2.991,51.21,-6.09,102.98,3.074,3.89
"555",1845,2.855,51.11,-6.26,102.99,3.784,3.86
"556",1900,2.496,53.57,-5.99,103.01,3.254,3.82
"557",1915,1.895,58.42,-5.4,103.03,3.813,3.79
"558",1930,1.379,60.59,-5.4,103.04,3.636,3.75
"559",1945,0.964,62.09,-5.47,103.06,3.177,3.7
"560",2000,0.653,62.73,-5.63,103.08,3.384,3.69
"561",2015,0.367,63.1,-5.83,103.07,3.332,3.65
"562",2030,0.093,63.97,-5.93,103.08,3.258,3.66
"563",2045,-0.295,61.11,-6.85,103.11,3.659,3.61
"564",2100,-0.754,57.67,-8.08,103.12,3.723,3.6
"565",2115,-1.098,57.96,-8.31,103.12,3.308,3.55
"566",2130,-1.369,57.79,-8.63,103.13,2.914,3.52
"567",2145,-1.569,57.8,-8.79,103.14,3.106,3.51
"568",2200,-1.734,57.84,-8.95,103.15,3.266,3.51
"569",2215,-1.86,57.94,-9.04,103.18,2.742,3.51
"570",2230,-2.055,60.26,-8.71,103.2,2.589,3.49
"571",2245,-2.238,58.44,-9.29,103.21,3.572,3.5
"572",2300,-2.413,57.13,-9.76,103.23,3.063,3.49
"573",2315,-2.563,55.06,-10.33,103.23,3.561,3.49
"574",2330,-2.7,53.78,-10.79,103.25,2.777,3.48
"575",2345,-2.861,52.78,-11.17,103.25,2.623,3.48
"576",2400,-2.98,51.61,-11.56,103.25,2.699,3.48
"577",15,-3.094,50.47,-11.91,103.25,2.273,3.48
"578",30,-3.221,48.56,-12.53,103.26,2.475,3.48
"579",45,-3.3,47.12,-12.96,103.26,2.639,3.48
"580",100,-3.461,46.62,-13.24,103.26,2.686,3.48
"581",115,-3.593,46.87,-13.29,103.27,2.848,3.48
"582",130,-3.767,48.55,-13.02,103.27,2.674,3.48
"583",145,-3.926,49.25,-13.02,103.29,2.595,3.48
"584",200,-4.087,49.23,-13.18,103.3,2.723,3.48
"585",215,-4.23,48.62,-13.46,103.31,2.955,3.48
"586",230,-4.374,48.28,-13.69,103.33,2.633,3.48
"587",245,-4.538,46.8,-14.22,103.33,2.676,3.48
"588",300,-4.768,49.74,-13.69,103.33,2.052,3.48
"589",315,-4.995,49.69,-13.86,103.32,2.74,3.48
"590",330,-5.139,47.65,-14.52,103.32,2.62,3.48
"591",345,-5.317,47.79,-14.64,103.32,2.473,3.48
"592",400,-5.508,48.79,-14.58,103.31,2.464,3.48
"593",415,-5.65,48.05,-14.89,103.31,2.534,3.48
"594",430,-5.85,48.03,-15.08,103.31,2.452,3.48
"595",445,-6.006,48.43,-15.15,103.3,2.554,3.48
"596",500,-6.137,48.56,-15.21,103.31,2.693,3.48
"597",515,-6.268,48.78,-15.28,103.32,2.674,3.48
"598",530,-6.406,48.86,-15.41,103.32,2.65,3.48
"599",545,-6.517,48.95,-15.47,103.31,2.611,3.48
"600",600,-6.687,49.72,-15.47,103.31,2.212,3.48
"601",615,-6.774,49.56,-15.6,103.33,2.053,3.48
"602",630,-6.985,50.43,-15.54,103.34,1.883,3.48
"603",645,-7.18,51.74,-15.41,103.33,1.611,3.48
"604",700,-7.37,52.33,-15.47,103.34,1.675,3.48
"605",715,-7.43,52.13,-15.54,103.34,1.849,3.48
"606",730,-7.44,52.52,-15.47,103.35,1.897,3.85
"607",745,-7.78,54.89,-15.28,103.37,1.628,7.03
"608",800,-7.71,53.95,-15.41,103.37,1.897,19.14
"609",815,-7.36,52.26,-15.47,103.36,2.212,64.09
"610",830,-7.06,50.66,-15.6,103.38,2.341,119.6
"611",845,-6.763,49.53,-15.6,103.38,2.353,172.9
"612",900,-6.535,48.92,-15.54,103.39,2.605,216.5
"613",915,-6.027,47.33,-15.41,103.42,2.303,259.2
"614",930,-5.563,45.04,-15.6,103.44,2.427,303.7
"615",945,-4.876,42.23,-15.74,103.44,2.531,349.4
"616",1000,-4.192,38.23,-16.35,103.45,3.046,392.3
"617",1015,-3.397,35.97,-16.35,103.46,2.598,442
"618",1030,-2.749,33.69,-16.56,103.47,2.503,435.2
"619",1045,-2.279,31.48,-16.92,103.48,2.765,536
"620",1100,-1.882,29.3,-17.45,103.46,2.648,422.7
"621",1115,-1.3,28.37,-17.3,103.44,2.379,549.1
"622",1130,-0.862,27.01,-17.52,103.4,2.313,537.7
"623",1145,-0.706,25.27,-18.15,103.39,2.587,498.9
"624",1200,-0.111,25.71,-17.45,103.37,2.418,549.3
"625",1215,0.345,24.52,-17.6,103.35,2.489,569.8
"626",1230,0.48,24.05,-17.75,103.33,2.717,613.3
"627",1245,0.831,23.35,-17.83,103.3,2.948,625.8
"628",1300,1.157,21.23,-18.64,103.28,2.867,618.1
"629",1315,1.657,20.88,-18.39,103.28,3.014,607.2
"630",1330,1.892,21.47,-17.91,103.26,2.854,599.2
"631",1345,1.899,20.3,-18.56,103.24,3.001,586.1
"632",1400,2.419,20.14,-18.23,103.23,3.091,568.6
"633",1415,2.558,19.46,-18.47,103.21,2.975,547.1
"634",1430,2.719,19.48,-18.31,103.2,2.982,521.9
"635",1445,3.04,18.18,-18.89,103.21,2.774,494.8
"636",1500,3.439,18.2,-18.56,103.2,2.723,463.7
"637",1515,3.303,19.11,-18.07,103.21,3.208,429.8
"638",1530,3.182,18.96,-18.31,103.2,3.076,392.9
"639",1545,3.283,18.78,-18.31,103.2,3.055,353.1
"640",1600,3.288,18.6,-18.39,103.2,2.829,311.6
"641",1615,3.431,18.38,-18.39,103.2,2.459,268.1
"642",1630,3.265,19.6,-17.83,103.19,2.598,223.5
"643",1645,3.017,20.07,-17.75,103.18,2.819,179.4
"644",1700,2.869,19.59,-18.15,103.17,2.305,136.2
"645",1715,2.676,18.72,-18.81,103.16,2.067,84.8
"646",1730,2.354,18.99,-18.98,103.16,1.997,40.35
"647",1745,2.048,20.88,-18.07,103.16,1.974,14.4
"648",1800,1.549,22.03,-17.83,103.15,1.712,5.76
"649",1815,1.273,22.61,-17.83,103.16,1.365,3.96
"650",1830,0.906,24.18,-17.3,103.16,1.607,3.54
"651",1845,0.628,25.34,-17,103.15,1.257,3.51
"652",1900,0.059,27.91,-16.35,103.17,1.225,3.52
"653",1915,0.004,26.4,-17.07,103.15,1.662,3.49
"654",1930,-0.28,27.42,-16.85,103.11,1.427,3.5
"655",1945,-1.093,31.97,-15.74,103.1,1.321,3.49
"656",2000,-1.333,32.18,-15.87,103.11,1.437,3.48
"657",2015,-1.544,33.81,-15.47,103.14,1.257,3.48
"658",2030,-2.18,41.27,-13.63,103.14,0.595,3.48
"659",2045,-2.268,37.41,-14.89,103.12,0.912,3.48
"660",2100,-2.06,37.09,-14.77,103.12,0.792,3.48
"661",2115,-2.394,38.57,-14.58,103.12,1.002,3.48
"662",2130,-3.113,48.28,-12.53,103.07,0.605,3.48
"663",2145,-3.119,45.57,-13.24,103.07,0.872,3.48
"664",2200,-2.514,39.96,-14.28,103.09,1.13,3.48
"665",2215,-2.736,41.76,-13.92,103.1,1.128,3.48
"666",2230,-2.495,38.01,-14.89,103.1,1.189,3.48
"667",2245,-2.914,45.99,-12.96,103.09,0.954,3.48
"668",2300,-3.505,50.17,-12.37,103.08,0.606,3.48
"669",2315,-3.95,52.64,-12.22,103.06,0.539,3.48
"670",2330,-3.951,49.8,-12.91,103.04,0.642,3.48
"671",2345,-3.683,54.81,-11.46,103.01,0.582,3.48
"672",2400,-3.679,52.76,-11.91,102.97,0.672,3.48
"673",15,-3.829,56.98,-11.12,102.96,1.145,3.48
"674",30,-4.056,55.4,-11.66,102.96,1.102,3.48
"675",45,-4.212,50.39,-13.02,102.93,0.761,3.48
"676",100,-3.874,46.33,-13.69,102.91,0.715,3.48
"677",115,-3.582,45.6,-13.63,102.93,0.854,3.48
"678",130,-3.763,47.82,-13.24,102.94,0.733,3.48
"679",145,-4.578,64.07,-10.38,102.93,0.516,3.48
"680",200,-5.151,64.57,-10.79,102.93,0.453,3.48
"681",215,-4.939,59.19,-11.66,102.95,0.936,3.48
"682",230,-4.948,62.14,-11.08,102.98,0.907,3.48
"683",245,-5.323,60.83,-11.71,102.98,0.979,3.48
"684",300,-5.515,62.61,-11.51,102.97,0.99,3.48
"685",315,-5.524,64.01,-11.27,102.98,1.426,3.48
"686",330,-5.595,63.62,-11.41,102.99,1.561,3.48
"687",345,-5.386,63.52,-11.22,102.98,1.173,3.48
"688",400,-5.092,60.11,-11.61,102.97,1.418,3.48
"689",415,-5.541,62.34,-11.61,102.94,1.053,3.48
"690",430,-5.612,63.95,-11.37,102.95,1.099,3.48
"691",445,-5.672,67.51,-10.75,102.94,0.667,3.48
"692",500,-5.443,66.91,-10.61,102.94,1.083,3.48
"693",515,-5.402,65.32,-10.89,102.94,1.029,3.48
"694",530,-5.358,60.71,-11.76,102.92,0.859,3.48
"695",545,-5.058,54.82,-12.75,102.9,0.699,3.48
"696",600,-5.023,57.9,-12.01,102.9,0.81,3.48
"697",615,-4.851,56.39,-12.22,102.91,1.001,3.48
"698",630,-5.117,61,-11.46,102.92,1.024,3.48
"699",645,-5.248,59.96,-11.81,102.93,1.115,3.48
"700",700,-4.98,57.49,-12.06,102.92,0.918,3.48
"701",715,-5.391,62.37,-11.46,102.93,1.08,3.48
"702",730,-5.488,64.66,-11.08,102.93,1.056,4.11
"703",745,-5.441,65.41,-10.89,102.94,1.357,8.89
"704",800,-5.267,66.01,-10.61,102.93,1.091,20.27
"705",815,-4.888,64.52,-10.56,102.94,1.76,51.8
"706",830,-4.501,62.12,-10.65,102.95,1.879,89.3
"707",845,-3.825,62.25,-9.98,102.95,1.417,103
"708",900,-3.394,60.83,-9.89,102.95,1.328,142.7
"709",915,-2.75,60.92,-9.24,102.97,1.688,177
"710",930,-1.686,55.8,-9.37,102.96,1.216,263.2
"711",945,-0.218,42.01,-11.56,102.95,0.854,218.2
"712",1000,0.157,45.53,-10.24,102.98,1.49,208.3
"713",1015,1.178,42.12,-10.29,102.96,1.206,394
"714",1030,2.014,34.04,-12.22,102.95,0.981,248.4
"715",1045,2.552,27.44,-14.4,102.97,1.579,305.7
"716",1100,2.869,24.77,-15.34,102.97,1.809,316
"717",1115,3.775,23.83,-15.02,102.97,1.811,497.3
"718",1130,4.246,23.57,-14.77,102.95,2.357,239.2
"719",1145,3.968,25.33,-14.16,102.93,2.136,130.9
"720",1200,4.097,26.12,-13.63,102.92,2.131,192.8
"721",1215,4.077,25.41,-13.98,102.87,2.116,171.6
"722",1230,4.088,23.83,-14.77,102.82,2.147,155
"723",1245,4.154,23.05,-15.15,102.78,1.21,116.8
"724",1300,4.369,22.9,-15.02,102.75,0.867,84.8
"725",1315,4.539,23.07,-14.77,102.73,1.039,75.5
"726",1330,4.438,24.5,-14.16,102.72,1.431,89.1
"727",1345,4.291,28.03,-12.59,102.7,1.684,97.6
"728",1400,4.141,32.63,-10.84,102.7,1.784,120.3
"729",1415,3.897,36.86,-9.54,102.7,2.042,146.2
"730",1430,3.944,38.38,-8.95,102.67,1.833,154.8
"731",1445,4.075,39.39,-8.51,102.66,1.835,140.7
"732",1500,4.115,36.95,-9.29,102.66,1.863,91.8
"733",1515,4.019,37.08,-9.33,102.67,1.941,67.82
"734",1530,3.987,37.68,-9.16,102.67,1.971,54.89
"735",1545,3.48,47.01,-6.78,102.67,1.646,48.61
"736",1600,3.066,53.53,-5.47,102.66,1.248,70.2
"737",1615,2.826,51.63,-6.16,102.63,1.226,53.58
"738",1630,2.774,56.71,-4.96,102.62,1.351,58.4
"739",1645,2.674,56.68,-5.05,102.62,1.732,48.74
"740",1700,2.493,58.99,-4.71,102.62,1.735,16.39
"741",1715,2.421,62.73,-3.96,102.62,1.892,14.89
"742",1730,2.354,62.47,-4.08,102.61,2.015,7.86
"743",1745,2.179,65.02,-3.7,102.6,1.676,5.07
"744",1800,2.022,70.3,-2.81,102.59,1.462,4.17
"745",1815,1.982,69.24,-3.05,102.57,1.347,3.87
"746",1830,1.971,69.28,-3.05,102.56,1.435,3.69
"747",1845,1.89,69.68,-3.05,102.56,1.197,3.66
"748",1900,1.777,71.6,-2.81,102.56,1.695,3.67
"749",1915,1.613,74.3,-2.46,102.54,1.259,3.68
"750",1930,1.56,69.71,-3.36,102.52,1.423,3.7
"751",1945,1.534,70.2,-3.3,102.5,1.173,3.72
"752",2000,1.527,69.51,-3.44,102.48,0.919,3.71
"753",2015,1.616,70.4,-3.19,102.46,0.965,3.73
"754",2030,1.697,72.4,-2.73,102.46,1.019,3.74
"755",2045,1.771,73.7,-2.41,102.45,1.033,3.72
"756",2100,1.847,73.1,-2.46,102.46,0.93,3.74
"757",2115,1.924,73.5,-2.3,102.46,1.067,3.78
"758",2130,1.916,75.2,-1.99,102.45,1.23,3.73
"759",2145,1.954,76,-1.81,102.45,1.033,3.76
"760",2200,1.977,76.1,-1.79,102.45,0.889,3.79
"761",2215,1.99,77.4,-1.53,102.42,1.019,3.72
"762",2230,1.757,81.9,-1,102.4,1.045,3.69
"763",2245,1.634,84.2,-0.76,102.39,1.145,3.68
"764",2300,1.594,85.4,-0.59,102.39,0.832,3.72
"765",2315,1.582,86.3,-0.45,102.34,1.161,3.68
"766",2330,1.627,88.1,-0.13,102.34,0.814,3.67
"767",2345,1.596,88.5,-0.09,102.3,1.023,3.7
"768",2400,1.476,89.4,-0.09,102.28,1.269,3.69
"769",15,1.526,89.9,0.05,102.27,1.254,3.68
"770",30,1.526,90.7,0.18,102.24,1.338,3.67
"771",45,1.525,91.4,0.3,102.23,1.139,3.67
"772",100,1.648,90.3,0.23,102.22,1.24,3.64
"773",115,1.804,87.1,-0.11,102.2,1.564,3.68
"774",130,1.855,86.4,-0.18,102.16,1.655,3.73
"775",145,1.868,86.4,-0.15,102.17,1.684,3.72
"776",200,1.817,86.4,-0.22,102.19,1.274,3.62
"777",215,1.737,88.4,0.03,102.16,1.859,3.61
"778",230,1.568,90.8,0.23,102.13,1.368,3.66
"779",245,1.43,91.5,0.18,102.14,1.273,3.62
"780",300,1.288,91.4,0.05,102.14,1.303,3.63
"781",315,1.232,92,0.07,102.12,1.501,3.63
"782",330,1.101,91.4,-0.13,102.12,1.526,3.63
"783",345,0.789,90.6,-0.57,102.1,1.933,3.68
"784",400,0.59,91.7,-0.59,102.06,1.327,3.65
"785",415,0.62,93.4,-0.31,102.04,1.879,3.63
"786",430,0.525,94.2,-0.29,102.03,2.126,3.61
"787",445,0.452,94.8,-0.29,102.03,1.788,3.66
"788",500,0.447,95.1,-0.25,102.02,1.048,3.64
"789",515,0.527,95.4,-0.13,102.01,1.362,3.64
"790",530,0.546,95.6,-0.09,102,1.087,3.62
"791",545,0.519,95.7,-0.09,101.98,1.666,3.63
"792",600,0.485,95.9,-0.09,102,0.667,3.65
"793",615,0.508,96.1,-0.04,101.99,0.671,3.63
"794",630,0.525,96.2,-0.02,101.97,1.033,3.64
"795",645,0.618,96.4,0.12,101.97,0.846,3.6
"796",700,0.665,96.5,0.16,101.97,0.768,3.61
"797",715,0.702,96.6,0.23,101.96,0.999,3.61
"798",730,0.73,96.6,0.25,101.96,1.225,3.8
"799",745,0.775,96.7,0.32,101.96,1.063,4.17
"800",800,0.838,96.8,0.38,101.98,1.008,5.48
"801",815,0.927,96.8,0.47,102,1.073,7.4
"802",830,0.943,96.8,0.49,101.99,1.371,11.33
"803",845,0.968,96.9,0.52,102.01,1.208,15.54
"804",900,1.058,96.9,0.62,102.01,1.069,29.38
"805",915,1.21,96.8,0.75,102,0.859,42.64
"806",930,1.298,96.7,0.84,102.01,1.017,42.75
"807",945,1.491,96.7,1.01,102.01,0.665,50.2
"808",1000,1.574,96.5,1.07,102.01,0.671,54.24
"809",1015,1.781,96.4,1.26,102,0.675,70
"810",1030,2.066,96.1,1.51,102,0.619,67.73
"811",1045,2.283,95.8,1.67,102,0.802,81.9
"812",1100,2.392,95.1,1.69,101.97,0.74,130.1
"813",1115,2.689,94.3,1.87,101.95,0.738,119.9
"814",1130,2.703,93.4,1.73,101.94,1.051,70.5
"815",1145,2.643,93.3,1.67,101.92,1.415,65.7
"816",1200,2.64,93.5,1.69,101.89,1.607,83.8
"817",1215,2.844,93.7,1.93,101.86,1.381,103.5
"818",1230,2.953,93.4,1.99,101.85,2.003,116.2
"819",1245,3.117,92.9,2.09,101.83,2.243,134.5
"820",1300,3.295,91.7,2.07,101.8,2.345,132.6
"821",1315,3.473,90.8,2.11,101.79,2.155,132.2
"822",1330,3.492,89.6,1.93,101.78,2.35,115.6
"823",1345,3.567,88.9,1.91,101.79,2.459,77.9
"824",1400,3.519,88.2,1.75,101.77,2.363,122.3
"825",1415,3.735,86.8,1.75,101.75,2.238,176.5
"826",1430,3.86,86.2,1.77,101.75,2.26,123.7
"827",1445,3.935,85.8,1.77,101.75,2.469,105.6
"828",1500,3.992,85.5,1.79,101.76,2.409,118.6
"829",1515,3.959,85.4,1.73,101.78,2.73,88.7
"830",1530,3.996,85.2,1.73,101.8,2.697,83.4
"831",1545,4.15,84.2,1.73,101.81,2.607,77.4
"832",1600,4.116,84.2,1.69,101.82,2.767,53.57
"833",1615,4.133,83.3,1.55,101.84,3.072,49.3
"834",1630,4.056,83.4,1.51,101.85,2.816,36.4
"835",1645,3.95,82.1,1.18,101.84,3.082,35.06
"836",1700,3.776,80.4,0.73,101.85,3.306,23.02
"837",1715,3.708,81.3,0.8,101.87,2.587,12.27
"838",1730,3.605,82.5,0.9,101.88,2.591,7.76
"839",1745,3.442,82.3,0.71,101.91,2.395,4.63
"840",1800,3.363,81.5,0.52,101.92,3.146,4.17
"841",1815,3.284,80.9,0.32,101.91,2.744,4
"842",1830,3.199,80.3,0.14,101.9,2.826,3.59
"843",1845,3.12,80.2,0.03,101.92,2.464,3.61
"844",1900,3.068,79.2,-0.18,101.92,2.658,3.65
"845",1915,3.067,77.6,-0.45,101.93,3.291,3.65
"846",1930,3.021,77.2,-0.57,101.93,2.959,3.64
"847",1945,2.957,79.5,-0.25,101.96,2.43,3.64
"848",2000,2.904,80.1,-0.18,101.93,2.079,3.64
"849",2015,2.858,80.2,-0.22,101.96,1.884,3.65
"850",2030,2.852,80.5,-0.18,101.97,2.081,3.69
"851",2045,2.844,80,-0.27,101.98,2.763,3.67
"852",2100,2.794,79.1,-0.45,101.98,3.017,3.68
"853",2115,2.692,79.2,-0.55,102.01,3.483,3.67
"854",2130,2.522,79.4,-0.69,102.04,3.235,3.62
"855",2145,2.365,79.4,-0.83,102.06,3.552,3.59
"856",2200,2.31,79.6,-0.85,102.09,3.222,3.6
"857",2215,2.143,79.4,-1.04,102.12,3.366,3.64
"858",2230,1.968,79.9,-1.12,102.15,2.841,3.66
"859",2245,1.804,79.8,-1.31,102.18,3.188,3.65
"860",2300,1.606,79.8,-1.48,102.18,3.541,3.61
"861",2315,1.4,80,-1.66,102.18,3.147,3.64
"862",2330,1.334,80,-1.74,102.18,3.274,3.61
"863",2345,1.278,80.3,-1.74,102.18,3.06,3.62
"864",2400,1.242,80.7,-1.71,102.19,2.939,3.62
"865",15,1.241,80.8,-1.68,102.2,2.952,3.58
"866",30,1.207,81,-1.68,102.21,2.869,3.59
"867",45,1.076,82.5,-1.56,102.2,2.84,3.6
"868",100,0.997,83.5,-1.48,102.21,2.612,3.59
"869",115,0.982,83.7,-1.46,102.22,2.162,3.57
"870",130,0.955,83.7,-1.48,102.23,2.512,3.6
"871",145,0.942,84,-1.46,102.24,2.709,3.57
"872",200,0.956,84,-1.44,102.25,2.28,3.56
"873",215,0.954,84,-1.44,102.25,2.411,3.56
"874",230,0.969,84.1,-1.41,102.26,2.314,3.58
"875",245,1.007,84,-1.39,102.27,2.092,3.55
"876",300,0.986,84,-1.41,102.28,2.355,3.57
"877",315,0.921,84.6,-1.39,102.28,2.269,3.54
"878",330,0.798,85.4,-1.36,102.27,2.112,3.58
"879",345,0.71,86.4,-1.31,102.29,2.147,3.59
"880",400,0.668,86.7,-1.29,102.29,2.101,3.59
"881",415,0.645,87.2,-1.24,102.29,2.124,3.61
"882",430,0.534,87.2,-1.34,102.29,2.175,3.56
"883",445,0.429,88.3,-1.29,102.28,2.083,3.57
"884",500,0.337,90.1,-1.09,102.3,2.035,3.57
"885",515,0.142,91.1,-1.14,102.3,2.179,3.58
"886",530,0.072,91.5,-1.14,102.31,2.018,3.58
"887",545,0.018,91.3,-1.24,102.32,1.955,3.59
"888",600,0,90.5,-1.36,102.33,2.414,3.57
"889",615,-0.014,89.6,-1.51,102.34,2.376,3.54
"890",630,-0.005,89.6,-1.51,102.36,2.327,3.56
"891",645,-0.024,89.5,-1.53,102.38,2.319,3.56
"892",700,-0.002,89,-1.58,102.4,2.542,3.57
"893",715,0.061,88.7,-1.58,102.42,2.148,3.59
"894",730,0.051,88.1,-1.68,102.43,2.27,3.98
"895",745,0.049,88,-1.71,102.44,1.967,4.19
"896",800,0.057,87.4,-1.79,102.46,2.225,5.78
"897",815,0.091,86.6,-1.86,102.48,2.117,9.13
"898",830,0.15,85.9,-1.94,102.49,2.091,15.42
"899",845,0.197,85.3,-1.96,102.51,2.229,20.67
"900",900,0.275,85.4,-1.89,102.53,2.141,35.37
"901",915,0.286,85.4,-1.86,102.54,2.449,46.62
"902",930,0.35,85,-1.89,102.57,2.301,51.77
"903",945,0.368,84,-2.02,102.6,2.247,57.2
"904",1000,0.421,83.1,-2.12,102.63,2.699,64.93
"905",1015,0.446,82.9,-2.12,102.64,2.599,72.6
"906",1030,0.529,82.1,-2.17,102.66,2.277,109.9
"907",1045,0.715,81.4,-2.12,102.67,2.256,115.1
"908",1100,0.775,80.8,-2.14,102.68,2.583,116.8
"909",1115,0.81,80.3,-2.2,102.69,2.545,119.4
"910",1130,0.732,79.8,-2.35,102.69,2.598,109.4
"911",1145,0.814,79.5,-2.33,102.69,2.874,113.1
"912",1200,0.835,79.4,-2.33,102.69,2.806,120
"913",1215,0.976,78.6,-2.33,102.67,2.715,165.6
"914",1230,1.082,78.2,-2.3,102.66,2.963,222.9
"915",1245,1.186,77.7,-2.27,102.66,2.915,216.5
"916",1300,1.287,77.2,-2.25,102.65,2.462,162.2
"917",1315,1.197,77.3,-2.33,102.63,2.337,162.3
"918",1330,1.443,77.1,-2.14,102.63,2.189,163.1
"919",1345,1.478,76.3,-2.25,102.63,2.35,160.4
"920",1400,1.575,75.7,-2.25,102.62,2.723,195.3
"921",1415,1.704,75.3,-2.2,102.62,2.114,184.2
"922",1430,1.924,74.2,-2.2,102.62,2.079,157.7
"923",1445,2.012,73.6,-2.22,102.61,2.091,168.7
"924",1500,2.18,72.1,-2.33,102.61,2.261,142.9
"925",1515,2.198,71.5,-2.41,102.62,2.408,106.2
"926",1530,2.182,71,-2.51,102.62,2.099,93.7
"927",1545,2.151,70.3,-2.7,102.62,2.71,90.9
"928",1600,2.201,70.1,-2.67,102.62,2.345,75.2
